sample	reference	predicted_accuracy	null_model_p0	null_model_p0_stdev	damage_model_p	damage_model_p_stdev	damage_model_pmin	damage_model_pmin_stdev	damage_model_pmax	damage_model_pmax_stdev	pvalue	qvalue	RMSE	nb_reads_aligned	coverage	reflen	CtoT-0	CtoT-1	CtoT-2	CtoT-3	CtoT-4	CtoT-5	CtoT-6	CtoT-7	CtoT-8	CtoT-9	CtoT-10	CtoT-11	CtoT-12	CtoT-13	CtoT-14	CtoT-15	CtoT-16	CtoT-17	CtoT-18	CtoT-19
LS-35	NODE_39609_length_4490_cov_8.2	0.250	0.013	0.005	0.327	3.760	0.012	0.008	0.015	0.023	0.455	1.000	0.023	224	7.133	4490	0.000	0.056	0.000	0.000	0.000	0.000	0.000	0.067	0.031	0.000	0.000	0.000	0.000	0.037	0.000	0.000	0.000	0.062	0.000	0.000
LS-35	NODE_4126_length_15221_cov_12.3	0.360	0.013	0.003	0.515	1.157	0.014	0.004	0.014	0.013	1.000	1.000	0.013	1158	10.586	15221	0.009	0.000	0.008	0.030	0.000	0.018	0.040	0.015	0.020	0.029	0.017	0.008	0.000	0.038	0.008	0.000	0.000	0.000	0.016	0.000
LS-35	NODE_22962_length_6052_cov_9.0	0.209	0.000	0.000	0.990	0.434	0.000	0.000	0.000	0.000	1.000	1.000	0.000	322	7.535	6052	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LS-35	NODE_13_length_215882_cov_66.5	1.000	0.002	0.000	0.410	1.777	0.002	0.000	0.002	0.000	0.961	1.000	0.000	86125	56.776	215882	0.002	0.003	0.002	0.002	0.002	0.002	0.001	0.003	0.002	0.003	0.002	0.002	0.002	0.003	0.002	0.003	0.003	0.003	0.002	0.002
LS-35	NODE_25983_length_5648_cov_10.4	0.307	0.022	0.004	0.405	0.450	0.024	0.005	0.024	0.016	1.000	1.000	0.017	396	9.087	5648	0.000	0.023	0.000	0.018	0.020	0.037	0.019	0.048	0.000	0.050	0.000	0.017	0.034	0.017	0.038	0.022	0.052	0.018	0.019	0.000
LS-35	NODE_22792_length_6076_cov_7.6	0.204	0.000	0.000	0.990	0.434	0.000	0.000	0.000	0.000	1.000	1.000	0.000	275	6.384	6076	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LS-35	NODE_4862_length_13907_cov_14.0	0.300	0.002	0.001	0.428	3.737	0.002	0.001	0.002	0.003	0.628	1.000	0.003	1151	11.620	13907	0.000	0.009	0.000	0.000	0.000	0.000	0.000	0.000	0.006	0.007	0.000	0.000	0.000	0.000	0.000	0.007	0.007	0.000	0.000	0.000
LS-35	NODE_894_length_37256_cov_25.5	0.620	0.005	0.001	0.251	0.487	0.006	0.001	0.006	0.002	1.000	1.000	0.003	5782	21.802	37256	0.003	0.002	0.009	0.005	0.003	0.003	0.007	0.003	0.005	0.002	0.011	0.010	0.007	0.005	0.005	0.006	0.002	0.008	0.003	0.007
LS-35	NODE_50432_length_3942_cov_7.0	0.229	0.003	0.003	0.000	0.536	0.012	0.056	0.012	0.008	1.000	1.000	0.015	178	6.065	3942	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.056	0.000	0.000	0.000
LS-35	NODE_34427_length_4851_cov_13.7	0.291	0.014	0.003	0.404	1.703	0.014	0.005	0.019	0.015	0.715	1.000	0.015	400	11.211	4851	0.014	0.037	0.000	0.000	0.034	0.015	0.015	0.014	0.000	0.016	0.015	0.000	0.000	0.000	0.000	0.033	0.048	0.000	0.016	0.029
LS-35	NODE_22585_length_6103_cov_9.4	0.270	0.014	0.004	0.389	0.636	0.016	0.005	0.016	0.016	1.000	1.000	0.017	331	7.844	6103	0.000	0.000	0.000	0.027	0.000	0.026	0.023	0.000	0.045	0.024	0.027	0.000	0.021	0.000	0.000	0.000	0.000	0.024	0.056	0.000
LS-35	NODE_4717_length_14117_cov_45.1	0.497	0.005	0.001	0.000	0.002	0.001	0.003	0.007	0.001	0.127	1.000	0.003	3928	38.351	14117	0.006	0.009	0.007	0.004	0.006	0.006	0.010	0.002	0.006	0.006	0.000	0.012	0.002	0.006	0.008	0.002	0.005	0.006	0.004	0.000
LS-35	NODE_66547_length_3385_cov_36.2	0.353	0.008	0.002	0.567	0.675	0.009	0.002	0.009	0.008	1.000	1.000	0.008	769	31.497	3385	0.000	0.000	0.008	0.008	0.017	0.017	0.022	0.016	0.008	0.000	0.008	0.024	0.008	0.008	0.000	0.000	0.016	0.000	0.000	0.008
LS-35	NODE_11671_length_8708_cov_19.2	0.302	0.003	0.001	0.106	0.200	0.000	0.005	0.008	0.003	0.002	0.261	0.004	986	15.505	8708	0.000	0.013	0.006	0.005	0.017	0.000	0.011	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.006	0.000	0.000	0.000	0.000	0.006
LS-35	NODE_15686_length_7421_cov_13.4	0.366	0.008	0.003	0.715	0.443	0.007	0.003	0.030	0.011	0.204	1.000	0.010	621	11.657	7421	0.030	0.016	0.000	0.016	0.016	0.000	0.000	0.000	0.014	0.016	0.000	0.000	0.000	0.000	0.040	0.000	0.000	0.000	0.019	0.000
LS-35	NODE_33071_length_4961_cov_7.7	0.197	0.000	0.000	0.990	0.434	0.000	0.000	0.000	0.000	1.000	1.000	0.000	227	6.481	4961	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LS-35	NODE_50702_length_3930_cov_9.3	0.375	0.026	0.007	0.990	1.700	0.025	0.008	0.045	0.033	0.857	1.000	0.030	207	7.184	3930	0.045	0.000	0.000	0.000	0.105	0.036	0.000	0.050	0.000	0.048	0.000	0.080	0.034	0.042	0.000	0.000	0.000	0.043	0.045	0.000
LS-35	NODE_35132_length_4797_cov_23.3	0.329	0.007	0.002	0.305	0.362	0.006	0.003	0.016	0.007	0.274	1.000	0.007	722	20.223	4797	0.015	0.013	0.015	0.000	0.014	0.013	0.012	0.000	0.000	0.000	0.000	0.000	0.015	0.016	0.000	0.000	0.013	0.022	0.000	0.000
LS-35	NODE_65493_length_3414_cov_11.6	0.225	0.004	0.003	0.115	0.582	0.007	0.012	0.007	0.009	1.000	1.000	0.012	242	9.733	3414	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.040	0.040	0.000	0.000	0.000	0.000	0.000	0.000
LS-35	NODE_1112_length_32550_cov_13.6	0.515	0.002	0.001	0.907	0.421	0.002	0.001	0.008	0.002	0.181	1.000	0.002	2683	11.706	32550	0.008	0.003	0.000	0.000	0.000	0.000	0.000	0.003	0.007	0.000	0.005	0.002	0.000	0.000	0.005	0.003	0.005	0.005	0.000	0.003
LS-35	NODE_6544_length_11876_cov_10.7	0.282	0.004	0.001	0.116	0.665	0.005	0.006	0.005	0.005	1.000	1.000	0.006	791	9.357	11876	0.000	0.011	0.000	0.000	0.000	0.000	0.000	0.017	0.000	0.000	0.016	0.000	0.000	0.008	0.009	0.000	0.010	0.000	0.000	0.008
LS-35	NODE_58562_length_3632_cov_6.9	0.187	0.000	0.000	0.990	0.434	0.000	0.000	0.000	0.000	1.000	1.000	0.000	154	6.055	3632	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LS-35	NODE_1676_length_25582_cov_38.9	0.563	0.002	0.000	0.483	0.517	0.002	0.000	0.004	0.002	0.404	1.000	0.001	5900	32.640	25582	0.004	0.004	0.001	0.005	0.001	0.003	0.001	0.000	0.002	0.001	0.000	0.002	0.000	0.003	0.004	0.004	0.002	0.002	0.002	0.004
LS-35	NODE_59947_length_3586_cov_7.8	0.267	0.018	0.008	0.278	0.722	0.022	0.013	0.022	0.032	1.000	1.000	0.035	170	6.615	3586	0.000	0.000	0.000	0.000	0.000	0.000	0.133	0.000	0.000	0.043	0.000	0.000	0.067	0.000	0.000	0.000	0.000	0.000	0.050	0.062
LS-35	NODE_3269_length_17336_cov_49.8	0.551	0.003	0.000	0.607	0.342	0.002	0.000	0.006	0.001	0.217	1.000	0.001	5189	42.088	17336	0.005	0.006	0.001	0.001	0.001	0.000	0.003	0.004	0.003	0.000	0.003	0.004	0.002	0.003	0.002	0.005	0.002	0.003	0.004	0.001
LS-35	NODE_35214_length_4790_cov_12.4	0.299	0.008	0.003	0.612	0.609	0.006	0.003	0.022	0.011	0.301	1.000	0.010	372	10.560	4790	0.019	0.025	0.000	0.000	0.000	0.000	0.000	0.000	0.016	0.000	0.034	0.000	0.000	0.000	0.018	0.000	0.000	0.024	0.000	0.017
LS-35	NODE_2054_length_22595_cov_35.8	0.497	0.000	0.000	0.925	2.057	0.000	0.000	0.000	0.001	1.000	1.000	0.001	4848	30.510	22595	0.000	0.000	0.003	0.002	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.001
LS-35	NODE_7829_length_10797_cov_8.7	0.257	0.001	0.001	0.000	0.535	0.003	0.012	0.003	0.002	1.000	1.000	0.003	596	7.747	10797	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.012	0.000	0.000	0.000
LS-35	NODE_8272_length_10471_cov_16.0	0.310	0.008	0.002	0.888	0.856	0.009	0.002	0.009	0.007	1.000	1.000	0.007	1024	13.473	10471	0.000	0.008	0.007	0.021	0.000	0.016	0.000	0.014	0.007	0.000	0.000	0.008	0.008	0.007	0.017	0.008	0.007	0.000	0.023	0.015
LS-35	NODE_24904_length_5785_cov_8.5	0.279	0.001	0.001	0.990	0.003	0.000	0.000	0.020	0.000	0.051	0.768	0.000	294	6.994	5785	0.020	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LS-35	NODE_62458_length_3506_cov_7.7	0.263	0.008	0.004	0.110	0.309	0.000	0.020	0.021	0.014	0.087	1.000	0.018	175	6.713	3506	0.000	0.067	0.000	0.000	0.000	0.000	0.042	0.000	0.000	0.050	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LS-35	NODE_277_length_66952_cov_85.0	0.952	0.000	0.000	0.990	17.497	0.000	0.000	0.000	0.000	1.000	1.000	0.000	34031	72.519	66952	0.000	0.000	0.000	0.001	0.000	0.001	0.000	0.000	0.000	0.000	0.001	0.001	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.000
LS-35	NODE_52100_length_3872_cov_7.8	0.387	0.006	0.003	0.990	0.303	0.004	0.003	0.048	0.013	0.253	1.000	0.012	194	6.771	3872	0.048	0.000	0.000	0.042	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.037	0.000	0.000	0.000	0.000	0.000
LS-35	NODE_833_length_38361_cov_18.8	0.599	0.006	0.001	0.644	1.955	0.007	0.001	0.007	0.004	1.000	1.000	0.004	4395	16.158	38361	0.005	0.004	0.007	0.011	0.006	0.003	0.003	0.014	0.003	0.005	0.003	0.008	0.013	0.003	0.000	0.009	0.008	0.010	0.003	0.008
LS-35	NODE_25845_length_5664_cov_13.3	0.270	0.004	0.002	0.990	1.124	0.003	0.002	0.012	0.010	0.516	1.000	0.009	467	11.437	5664	0.012	0.000	0.024	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.034	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LS-35	NODE_51897_length_3881_cov_8.5	0.225	0.006	0.004	0.145	0.701	0.009	0.014	0.009	0.014	1.000	1.000	0.018	208	7.458	3881	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.074	0.000	0.000	0.000	0.000	0.000	0.038	0.000	0.000	0.000
LS-35	NODE_67234_length_3366_cov_7.3	0.186	0.000	0.000	0.990	0.434	0.000	0.000	0.000	0.000	1.000	1.000	0.000	158	6.395	3366	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LS-35	NODE_37058_length_4656_cov_10.5	0.224	0.004	0.002	0.459	1.486	0.005	0.003	0.005	0.010	1.000	1.000	0.010	301	9.232	4656	0.000	0.000	0.000	0.000	0.000	0.030	0.000	0.026	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.027	0.000
LS-35	NODE_47807_length_4060_cov_8.3	0.242	0.005	0.003	0.121	0.354	0.000	0.014	0.014	0.011	0.147	1.000	0.014	203	7.052	4060	0.000	0.000	0.059	0.000	0.000	0.000	0.000	0.034	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LS-35	NODE_28334_length_5389_cov_8.3	0.202	0.000	0.000	0.990	0.434	0.000	0.000	0.000	0.000	1.000	1.000	0.000	266	7.000	5389	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LS-35	NODE_12293_length_8469_cov_10.5	0.252	0.002	0.001	0.120	0.272	0.000	0.004	0.005	0.003	0.077	0.930	0.004	539	8.899	8469	0.000	0.013	0.000	0.000	0.012	0.000	0.000	0.000	0.012	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LS-35	NODE_7430_length_11099_cov_17.5	0.310	0.004	0.001	0.000	0.411	0.000	0.021	0.006	0.003	0.077	0.930	0.004	1150	14.724	11099	0.000	0.014	0.005	0.000	0.012	0.000	0.005	0.006	0.005	0.006	0.000	0.011	0.000	0.000	0.006	0.010	0.000	0.006	0.000	0.000
LS-35	NODE_3880_length_15738_cov_16.3	0.338	0.003	0.001	0.015	0.333	0.000	0.010	0.004	0.002	0.060	0.791	0.003	1541	13.772	15738	0.000	0.009	0.004	0.004	0.000	0.008	0.000	0.004	0.000	0.000	0.004	0.000	0.003	0.004	0.004	0.004	0.004	0.000	0.000	0.000
LS-35	NODE_13478_length_8050_cov_9.0	0.294	0.001	0.001	0.990	0.003	0.000	0.000	0.018	0.000	0.060	0.791	0.000	432	7.715	8050	0.018	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LS-35	NODE_20338_length_6448_cov_28.2	0.372	0.011	0.002	0.033	0.171	0.000	0.020	0.017	0.005	0.054	0.785	0.007	1102	23.879	6448	0.017	0.018	0.008	0.030	0.008	0.008	0.016	0.016	0.000	0.015	0.009	0.017	0.007	0.008	0.000	0.015	0.000	0.015	0.008	0.000
LS-35	NODE_23504_length_5970_cov_26.9	0.324	0.005	0.002	0.176	0.425	0.004	0.004	0.009	0.006	0.046	0.768	0.006	953	22.796	5970	0.000	0.022	0.000	0.019	0.011	0.000	0.000	0.000	0.009	0.000	0.000	0.000	0.008	0.008	0.009	0.010	0.000	0.000	0.000	0.009
LS-35	NODE_23506_length_5969_cov_17.8	0.301	0.006	0.002	0.369	0.611	0.004	0.003	0.014	0.010	0.045	0.768	0.010	640	15.060	5969	0.013	0.000	0.037	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.026	0.014	0.000	0.014	0.000	0.000	0.012	0.000
LS-35	NODE_66371_length_3390_cov_6.6	0.191	0.002	0.002	0.359	2.104	0.002	0.003	0.002	0.008	0.962	1.000	0.008	139	5.855	3390	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.037	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LS-35	NODE_8439_length_10360_cov_8.1	0.395	0.019	0.004	0.990	0.979	0.018	0.004	0.036	0.017	0.673	1.000	0.016	515	7.083	10360	0.036	0.000	0.050	0.000	0.031	0.038	0.000	0.018	0.020	0.030	0.020	0.000	0.036	0.019	0.041	0.018	0.000	0.016	0.000	0.000
LS-35	NODE_380_length_56496_cov_109.9	0.961	0.002	0.000	0.402	0.409	0.002	0.000	0.003	0.001	0.222	1.000	0.001	37463	93.881	56496	0.003	0.003	0.002	0.002	0.002	0.001	0.002	0.001	0.004	0.001	0.002	0.001	0.001	0.002	0.002	0.001	0.002	0.002	0.002	0.002
LS-35	NODE_28504_length_5369_cov_12.4	0.248	0.007	0.002	0.535	0.895	0.008	0.003	0.008	0.009	1.000	1.000	0.009	399	10.663	5369	0.000	0.000	0.019	0.000	0.000	0.000	0.021	0.018	0.000	0.020	0.000	0.020	0.000	0.000	0.019	0.017	0.015	0.000	0.000	0.000
LS-35	NODE_10790_length_9061_cov_22.2	0.355	0.005	0.001	0.758	0.463	0.004	0.001	0.015	0.006	0.243	1.000	0.005	1212	18.636	9061	0.015	0.009	0.000	0.008	0.000	0.000	0.000	0.014	0.000	0.000	0.000	0.013	0.000	0.007	0.000	0.000	0.007	0.000	0.007	0.015
LS-35	NODE_30826_length_5150_cov_8.9	0.223	0.002	0.002	0.000	0.574	0.006	0.031	0.006	0.004	1.000	1.000	0.008	278	7.347	5150	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.030	0.000	0.000	0.000	0.000
LS-35	NODE_15813_length_7392_cov_7.9	0.215	0.000	0.000	0.990	0.434	0.000	0.000	0.000	0.000	1.000	1.000	0.000	355	6.677	7392	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LS-35	NODE_1414_length_28153_cov_198.4	0.982	0.001	0.000	0.749	0.840	0.001	0.000	0.001	0.000	0.564	1.000	0.000	33327	168.854	28153	0.001	0.001	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.001	0.000	0.001	0.001	0.000	0.001	0.001	0.000	0.001	0.000
LS-35	NODE_17240_length_7050_cov_20.2	0.298	0.006	0.001	0.745	1.922	0.005	0.001	0.008	0.006	0.880	1.000	0.005	897	17.429	7050	0.008	0.010	0.000	0.000	0.009	0.016	0.009	0.000	0.000	0.000	0.000	0.008	0.000	0.010	0.000	0.008	0.009	0.008	0.000	0.017
LS-35	NODE_355_length_58289_cov_22.4	0.771	0.002	0.000	0.000	0.447	0.000	0.006	0.002	0.001	0.166	1.000	0.001	7821	18.995	58289	0.002	0.002	0.002	0.002	0.001	0.000	0.001	0.002	0.005	0.002	0.003	0.002	0.002	0.000	0.001	0.001	0.002	0.000	0.002	0.001
LS-35	NODE_28003_length_5424_cov_8.1	0.203	0.000	0.000	0.990	0.434	0.000	0.000	0.000	0.000	1.000	1.000	0.000	278	7.220	5424	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LS-35	NODE_16267_length_7279_cov_8.7	0.224	0.001	0.001	0.429	2.537	0.002	0.002	0.002	0.006	1.000	1.000	0.006	382	7.432	7279	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.027	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LS-35	NODE_57249_length_3678_cov_6.7	0.300	0.026	0.010	0.365	0.786	0.031	0.013	0.031	0.041	0.920	1.000	0.042	152	5.732	3678	0.000	0.000	0.000	0.000	0.000	0.167	0.000	0.071	0.000	0.000	0.000	0.000	0.053	0.000	0.056	0.000	0.053	0.056	0.000	0.067
LS-35	NODE_16072_length_7330_cov_11.3	0.239	0.003	0.002	0.801	2.786	0.003	0.002	0.003	0.010	0.993	1.000	0.009	506	9.648	7330	0.000	0.000	0.000	0.039	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.012	0.013	0.000	0.000	0.000	0.000	0.000	0.000
LS-35	NODE_13980_length_7898_cov_12.4	0.334	0.019	0.004	0.000	0.000	0.024	0.021	0.024	0.009	1.000	1.000	0.019	615	10.185	7898	0.000	0.065	0.022	0.000	0.000	0.000	0.012	0.036	0.035	0.023	0.025	0.000	0.000	0.022	0.052	0.030	0.011	0.013	0.000	0.041
LS-35	NODE_208_length_77250_cov_33.4	0.910	0.002	0.000	0.990	0.815	0.002	0.000	0.004	0.001	0.543	1.000	0.001	15801	28.713	77250	0.004	0.001	0.003	0.003	0.000	0.003	0.003	0.002	0.002	0.003	0.002	0.002	0.002	0.004	0.001	0.003	0.004	0.001	0.003	0.001
LS-35	NODE_66820_length_3378_cov_7.9	0.355	0.016	0.007	0.990	1.197	0.014	0.007	0.042	0.032	0.669	1.000	0.029	178	7.086	3378	0.042	0.000	0.000	0.000	0.000	0.053	0.000	0.053	0.000	0.000	0.111	0.000	0.000	0.000	0.056	0.000	0.000	0.000	0.000	0.000
LS-35	NODE_77662_length_3108_cov_10.8	0.236	0.010	0.004	0.391	4.835	0.010	0.006	0.012	0.019	0.649	1.000	0.019	212	8.772	3108	0.000	0.029	0.032	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.067	0.043	0.000	0.034
LS-35	NODE_41321_length_4392_cov_8.2	0.194	0.000	0.000	0.990	0.434	0.000	0.000	0.000	0.000	1.000	1.000	0.000	203	6.627	4392	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LS-35	NODE_20755_length_6375_cov_10.4	0.285	0.007	0.002	0.990	1.008	0.007	0.003	0.018	0.011	0.710	1.000	0.010	389	8.669	6375	0.018	0.000	0.000	0.000	0.000	0.000	0.000	0.019	0.018	0.020	0.033	0.000	0.000	0.000	0.020	0.016	0.000	0.000	0.000	0.000
LS-35	NODE_1029_length_34070_cov_92.2	0.865	0.002	0.000	0.524	0.456	0.002	0.000	0.004	0.001	0.332	1.000	0.001	18920	78.574	34070	0.003	0.004	0.003	0.002	0.003	0.000	0.002	0.003	0.001	0.002	0.002	0.003	0.002	0.004	0.002	0.003	0.003	0.003	0.002	0.003
LS-35	NODE_878_length_37476_cov_20.4	0.572	0.002	0.000	0.871	2.588	0.002	0.000	0.002	0.002	0.999	1.000	0.002	4571	17.208	37476	0.001	0.002	0.003	0.004	0.003	0.000	0.001	0.000	0.003	0.001	0.003	0.001	0.000	0.001	0.004	0.000	0.003	0.007	0.000	0.004
LS-35	NODE_12385_length_8432_cov_11.3	0.297	0.007	0.003	0.068	0.294	0.015	0.022	0.015	0.009	1.000	1.000	0.015	596	9.867	8432	0.000	0.000	0.011	0.000	0.000	0.000	0.000	0.000	0.000	0.014	0.048	0.000	0.000	0.024	0.000	0.000	0.013	0.012	0.000	0.025
LS-35	NODE_12677_length_8324_cov_8.8	0.233	0.002	0.001	0.643	2.601	0.002	0.002	0.002	0.007	1.000	1.000	0.006	447	7.566	8324	0.000	0.000	0.000	0.000	0.025	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.018	0.000	0.000
LS-35	NODE_648_length_43366_cov_13.1	0.608	0.004	0.001	0.397	3.445	0.004	0.001	0.005	0.003	0.966	1.000	0.003	3451	11.313	43366	0.004	0.005	0.007	0.002	0.004	0.007	0.000	0.007	0.000	0.006	0.002	0.011	0.000	0.009	0.007	0.005	0.000	0.006	0.002	0.005
LS-35	NODE_44436_length_4225_cov_9.0	0.204	0.002	0.002	0.141	0.944	0.002	0.005	0.002	0.005	1.000	1.000	0.007	227	7.588	4225	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.030	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LS-35	NODE_47392_length_4078_cov_11.9	0.263	0.011	0.003	0.000	0.457	0.000	0.060	0.015	0.009	0.165	1.000	0.014	325	10.252	4078	0.000	0.033	0.028	0.000	0.000	0.000	0.000	0.024	0.030	0.024	0.000	0.022	0.030	0.000	0.000	0.000	0.030	0.000	0.000	0.000
LS-35	NODE_25693_length_5684_cov_38.7	0.420	0.006	0.001	0.990	0.479	0.005	0.001	0.016	0.005	0.207	1.000	0.004	1329	33.244	5684	0.016	0.000	0.012	0.013	0.008	0.000	0.000	0.012	0.004	0.008	0.004	0.004	0.008	0.000	0.000	0.000	0.008	0.004	0.008	0.009
LS-35	NODE_23371_length_5992_cov_12.2	0.312	0.015	0.005	0.144	0.310	0.023	0.016	0.023	0.017	1.000	1.000	0.023	461	10.203	5992	0.000	0.000	0.021	0.000	0.000	0.000	0.000	0.021	0.000	0.044	0.083	0.000	0.000	0.026	0.022	0.023	0.000	0.000	0.041	0.024
LS-35	NODE_60975_length_3553_cov_32.8	0.513	0.030	0.004	0.637	0.859	0.028	0.004	0.046	0.017	0.596	1.000	0.016	729	27.639	3553	0.040	0.063	0.000	0.012	0.026	0.029	0.029	0.048	0.057	0.014	0.018	0.045	0.030	0.034	0.000	0.027	0.015	0.029	0.037	0.039
LS-35	NODE_12496_length_8382_cov_11.0	0.246	0.003	0.002	0.759	2.439	0.003	0.002	0.003	0.007	1.000	1.000	0.007	557	9.395	8382	0.000	0.000	0.000	0.022	0.000	0.023	0.009	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LS-35	NODE_38386_length_4568_cov_8.5	0.197	0.000	0.000	0.990	0.434	0.000	0.000	0.000	0.000	1.000	1.000	0.000	230	7.138	4568	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LS-35	NODE_57676_length_3663_cov_7.9	0.218	0.002	0.002	0.000	0.518	0.009	0.039	0.009	0.005	1.000	1.000	0.011	169	6.479	3663	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.040	0.000	0.000	0.000
LS-35	NODE_20108_length_6486_cov_18.0	0.293	0.004	0.001	0.315	0.266	0.003	0.001	0.011	0.004	0.118	1.000	0.004	733	15.155	6486	0.010	0.010	0.008	0.000	0.008	0.000	0.000	0.010	0.009	0.000	0.000	0.000	0.009	0.008	0.000	0.010	0.000	0.000	0.000	0.000
LS-35	NODE_19697_length_6558_cov_33.1	0.337	0.002	0.001	0.314	0.506	0.003	0.001	0.003	0.003	1.000	1.000	0.003	1325	28.638	6558	0.000	0.000	0.000	0.000	0.007	0.005	0.000	0.000	0.005	0.000	0.000	0.005	0.006	0.000	0.005	0.006	0.006	0.000	0.000	0.000
LS-35	NODE_28960_length_5323_cov_15.5	0.233	0.001	0.001	0.501	2.051	0.001	0.001	0.001	0.004	1.000	1.000	0.003	493	12.985	5323	0.000	0.000	0.000	0.000	0.000	0.010	0.000	0.000	0.012	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LS-35	NODE_73105_length_3215_cov_10.2	0.195	0.000	0.000	0.990	0.434	0.000	0.000	0.000	0.000	1.000	1.000	0.000	199	8.780	3215	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LS-35	NODE_9713_length_9610_cov_40.7	0.409	0.004	0.001	0.243	11.299	0.004	0.001	0.005	0.003	0.908	1.000	0.003	2302	33.666	9610	0.000	0.012	0.005	0.005	0.003	0.000	0.000	0.005	0.007	0.005	0.008	0.000	0.010	0.006	0.003	0.008	0.003	0.002	0.003	0.005
