sample	contig	NCBItaxID	NCBIrank	NCBItaxName	nFrags	retainedFrags	taxassignedFrags	fractionAgreement	lineage
LS-67	NODE_16593_length_6609_cov_21.4	1454	class	Anaerolineae	9	7	5	0.83	d_Bacteria;p_Chloroflexota;c_Anaerolineae
LS-35	NODE_12851_length_8270_cov_8.0	2	superkingdom	Bacteria	4	3	3	1.0	d_Bacteria
LS-35	NODE_19793_length_6541_cov_9.2	165	order	Bacteroidales	8	7	5	0.67	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales
LS-35	NODE_27757_length_5450_cov_13.4	38937	family	JAAYZQ01	6	6	3	0.59	d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_JAAYZQ01;f_JAAYZQ01
LS-35	NODE_35491_length_4768_cov_6.8	58355	species	SSS58A sp017885175	5	4	2	0.5	d_Bacteria;p_Krumholzibacteriota;c_Krumholzibacteria;o_Krumholzibacteriales;f_Krumholzibacteriaceae;g_SSS58A;s_SSS58A sp017885175
LS-35	NODE_47844_length_4058_cov_16.6	2	superkingdom	Bacteria	5	5	5	1.0	d_Bacteria
LS-35	NODE_62458_length_3506_cov_7.7	71038	species	UBA2194 sp002328665	3	3	3	1.0	d_Bacteria;p_Nitrospirota;c_Thermodesulfovibrionia;o_Thermodesulfovibrionales;f_SM23-35;g_UBA2194;s_UBA2194 sp002328665
LS-67	NODE_277_length_58103_cov_17.0	7106	order	Aminicenantales	57	54	38	0.71	d_Bacteria;p_Acidobacteriota;c_Aminicenantia;o_Aminicenantales
LS-67	NODE_2601_length_20371_cov_42.2	5	order	Enterobacterales	2	2	1	0.5	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales
LS-67	NODE_7889_length_10590_cov_17.2	84697	genus	UBA9949	12	12	9	0.75	d_Archaea;p_Halobacteriota;c_Methanomicrobia;o_Methanomicrobiales;f_Methanoregulaceae;g_UBA9949
LS-67	NODE_19173_length_6046_cov_11.1	84613	species	B87-G9 sp003649695	5	4	2	0.94	d_Archaea;p_Thermoplasmatota;c_Thermoplasmata;o_B87-G9;f_B87-G9;g_B87-G9;s_B87-G9 sp003649695
LS-35	NODE_25693_length_5684_cov_38.7	62188	species	RBG-13-68-16 sp001766905	7	7	5	0.82	d_Bacteria;p_Acidobacteriota;c_Thermoanaerobaculia;o_Thermoanaerobaculales;f_Thermoanaerobaculaceae;g_RBG-13-68-16;s_RBG-13-68-16 sp001766905
LS-35	NODE_33296_length_4942_cov_6.9	1356	family	Bryobacteraceae	4	3	2	0.98	d_Bacteria;p_Acidobacteriota;c_Acidobacteriae;o_Bryobacterales;f_Bryobacteraceae
LS-35	NODE_45312_length_4180_cov_6.7	9301	class	WTBG01	5	4	3	0.75	d_Bacteria;p_Desulfobacterota;c_WTBG01
LS-35	NODE_59447_length_3602_cov_7.1	1454	class	Anaerolineae	5	4	4	1.0	d_Bacteria;p_Chloroflexota;c_Anaerolineae
LS-35	NODE_81063_length_3034_cov_11.7	40790	species	JACQYX01 sp016207985	3	3	2	0.67	d_Bacteria;p_Bacteroidota;c_UBA10030;o_UBA10030;f_SZUA-254;g_JACQYX01;s_JACQYX01 sp016207985
LS-67	NODE_1789_length_25027_cov_11.4	7497	family	UBA6249	32	27	22	0.94	d_Bacteria;p_Omnitrophota;c_Koll11;o_GIF10;f_UBA6249
LS-67	NODE_6163_length_12328_cov_51.7	2	superkingdom	Bacteria	1	1	1	1.0	d_Bacteria
LS-67	NODE_15632_length_6856_cov_58.3	2	superkingdom	Bacteria	3	3	2	0.67	d_Bacteria
LS-67	NODE_26700_length_4923_cov_12.8	2	superkingdom	Bacteria	10	10	6	0.51	d_Bacteria
LS-67	NODE_44102_length_3616_cov_23.0	2	superkingdom	Bacteria	4	4	3	0.67	d_Bacteria
LS-65	NODE_1967_length_27119_cov_21.9	46945	species	RBG-13-46-10 sp001824645	33	26	11	0.55	d_Bacteria;p_Planctomycetota;c_Phycisphaerae;o_Sedimentisphaerales;f_SG8-4;g_RBG-13-46-10;s_RBG-13-46-10 sp001824645
LS-65	NODE_5389_length_14406_cov_21.3	10879	species	Planktothrix agardhii	8	8	4	0.78	d_Bacteria;p_Cyanobacteria;c_Cyanobacteriia;o_Cyanobacteriales;f_Microcoleaceae;g_Planktothrix;s_Planktothrix agardhii
LS-65	NODE_12031_length_8670_cov_28.0	60105	species	RBG-16-56-11 sp001796865	7	7	3	0.58	d_Bacteria;p_Chloroflexota;c_Dehalococcoidia;o_Dehalococcoidales;f_RBG-16-60-22;g_RBG-16-56-11;s_RBG-16-56-11 sp001796865
LS-65	NODE_25694_length_5394_cov_17.9	21332	family	UBA1163	3	3	2	0.67	d_Bacteria;p_Desulfobacterota;c_BSN033;o_BSN033;f_UBA1163
LS-65	NODE_49452_length_3624_cov_7.9	5314	order	Desulfatiglandales	5	5	5	1.0	d_Bacteria;p_Desulfobacterota;c_DSM-4660;o_Desulfatiglandales
LS-63	NODE_168_length_74735_cov_41.9	2	superkingdom	Bacteria	46	42	36	0.87	d_Bacteria
LS-63	NODE_3794_length_16882_cov_9.8	1	no rank	root	6	6	6	1.0	-_root
LS-63	NODE_11275_length_8853_cov_10.9	37485	family	SZUA-161	9	9	5	0.57	d_Bacteria;p_Chloroflexota;c_Dehalococcoidia;o_SZUA-161;f_SZUA-161
LS-63	NODE_23648_length_5635_cov_8.5	84414	family	BA1	7	7	5	0.79	d_Archaea;p_Thermoproteota;c_Bathyarchaeia;o_B26-1;f_BA1
LS-63	NODE_42531_length_3947_cov_30.2	47479	species	Kmv37 sp014859215	4	4	3	0.75	d_Bacteria;p_Chloroflexota;c_Dehalococcoidia;o_SZUA-161;f_SZUA-161;g_Kmv37;s_Kmv37 sp014859215
LS-35	NODE_28093_length_5415_cov_7.2	2	superkingdom	Bacteria	5	3	3	1.0	d_Bacteria
LS-35	NODE_36112_length_4723_cov_10.4	2	superkingdom	Bacteria	3	3	3	1.0	d_Bacteria
LS-35	NODE_50381_length_3944_cov_12.8	21332	family	UBA1163	3	3	2	0.52	d_Bacteria;p_Desulfobacterota;c_BSN033;o_BSN033;f_UBA1163
LS-35	NODE_65015_length_3428_cov_13.6	2	superkingdom	Bacteria	6	5	4	0.99	d_Bacteria
LS-67	NODE_412_length_49811_cov_21.6	1203	class	Dehalococcoidia	61	57	31	0.54	d_Bacteria;p_Chloroflexota;c_Dehalococcoidia
LS-67	NODE_2661_length_20125_cov_33.0	21740	genus	RBG-16-66-30	19	18	11	0.62	d_Bacteria;p_Acidobacteriota;c_Aminicenantia;o_Aminicenantales;f_RBG-16-66-30;g_RBG-16-66-30
LS-67	NODE_7930_length_10557_cov_22.6	20158	family	RBG-16-60-22	12	12	7	0.85	d_Bacteria;p_Chloroflexota;c_Dehalococcoidia;o_Dehalococcoidales;f_RBG-16-60-22
LS-67	NODE_19762_length_5938_cov_15.0	83659	genus	SM1-50	8	8	7	0.86	d_Archaea;p_Thermoplasmatota;c_E2;o_DHVEG-1;f_DHVEG-1;g_SM1-50
LS-67	NODE_30348_length_4545_cov_10.1	75592	species	FEN-1349 sp003153915	4	4	2	0.5	d_Bacteria;p_Planctomycetota;c_Phycisphaerae;o_SM23-33;f_SM23-33;g_FEN-1349;s_FEN-1349 sp003153915
LS-67	NODE_47903_length_3440_cov_40.2	1203	class	Dehalococcoidia	6	6	4	0.68	d_Bacteria;p_Chloroflexota;c_Dehalococcoidia
LS-65	NODE_1203_length_36493_cov_31.7	80477	species	JAFGKK01 sp016932475	41	39	20	0.56	d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_Anaerolineales;f_RBG-16-64-43;g_JAFGKK01;s_JAFGKK01 sp016932475
LS-65	NODE_4389_length_16413_cov_19.2	1203	class	Dehalococcoidia	15	15	9	0.64	d_Bacteria;p_Chloroflexota;c_Dehalococcoidia
LS-65	NODE_9356_length_10203_cov_15.1	6102	family	UBA10030	44	40	10	0.63	d_Bacteria;p_Bacteroidota;c_UBA10030;o_UBA10030;f_UBA10030
LS-65	NODE_20206_length_6254_cov_10.4	4496	genus	LD21	7	7	5	0.67	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_VadinHA17;g_LD21
LS-65	NODE_38356_length_4231_cov_5.9	1	no rank	root	2	2	2	1.0	-_root
LS-65	NODE_64546_length_3085_cov_5.3	2	superkingdom	Bacteria	3	3	2	0.52	d_Bacteria
LS-63	NODE_1851_length_25489_cov_12.0	2	superkingdom	Bacteria	20	18	12	0.67	d_Bacteria
LS-63	NODE_7553_length_11245_cov_70.4	2	superkingdom	Bacteria	8	7	7	1.0	d_Bacteria
LS-63	NODE_19574_length_6328_cov_90.4	21332	family	UBA1163	5	5	5	1.0	d_Bacteria;p_Desulfobacterota;c_BSN033;o_BSN033;f_UBA1163
LS-63	NODE_33722_length_4539_cov_9.5	8970	genus	2-02-FULL-66-22	4	4	4	1.0	d_Bacteria;p_Methylomirabilota;c_Methylomirabilia;o_Methylomirabilales;f_2-02-FULL-66-22;g_2-02-FULL-66-22
LS-93	NODE_53716_length_3415_cov_10.3	61503	species	RBG-13-43-22 sp001797675	3	3	2	0.67	d_Bacteria;p_Desulfobacterota;c_RBG-13-43-22;o_RBG-13-43-22;f_RBG-13-43-22;g_RBG-13-43-22;s_RBG-13-43-22 sp001797675
LS-35	NODE_364_length_57500_cov_26.8	840	phylum	Desulfobacterota	51	44	26	0.57	d_Bacteria;p_Desulfobacterota
LS-35	NODE_2717_length_19185_cov_19.6	33120	genus	RBG-16-49-23	25	24	11	0.58	d_Bacteria;p_Desulfobacterota;c_BSN033;o_BSN033;f_UBA1163;g_RBG-16-49-23
LS-35	NODE_7011_length_11443_cov_28.7	21333	genus	UBA1163	11	11	9	0.89	d_Bacteria;p_Desulfobacterota;c_BSN033;o_BSN033;f_UBA1163;g_UBA1163
LS-35	NODE_11671_length_8708_cov_19.2	11922	genus	CAIOAK01	8	8	8	1.0	d_Bacteria;p_Myxococcota;c_Myxococcia;o_Myxococcales;f_Anaeromyxobacteraceae;g_CAIOAK01
LS-35	NODE_16916_length_7116_cov_13.1	21334	species	UBA1163 sp002780715	9	8	4	0.5	d_Bacteria;p_Desulfobacterota;c_BSN033;o_BSN033;f_UBA1163;g_UBA1163;s_UBA1163 sp002780715
LS-35	NODE_25499_length_5708_cov_14.4	2	superkingdom	Bacteria	5	4	4	1.0	d_Bacteria
LS-35	NODE_33222_length_4949_cov_11.8	2537	species	Smithella sp003139775	6	6	3	0.6	d_Bacteria;p_Desulfobacterota;c_Syntrophia;o_Syntrophales;f_Smithellaceae;g_Smithella;s_Smithella sp003139775
LS-35	NODE_45228_length_4184_cov_15.3	2	superkingdom	Bacteria	5	3	2	0.67	d_Bacteria
LS-35	NODE_58562_length_3632_cov_6.9	37	class	Clostridia	2	1	1	1.0	d_Bacteria;p_Firmicutes A;c_Clostridia
LS-55	NODE_2461_length_25523_cov_67.8	46	order	Burkholderiales	26	26	14	0.57	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales
LS-55	NODE_3998_length_18790_cov_30.0	74007	species	Mycobacterium sp903911165	24	23	13	0.68	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Mycobacteriaceae;g_Mycobacterium;s_Mycobacterium sp903911165
LS-55	NODE_6721_length_13439_cov_19.1	27	genus	Mycobacterium	22	21	15	0.8	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Mycobacteriaceae;g_Mycobacterium
LS-55	NODE_11781_length_9291_cov_20.3	2	superkingdom	Bacteria	9	8	8	1.0	d_Bacteria
LS-55	NODE_18014_length_7003_cov_12.2	49452	species	MYXO sp905339255	7	7	4	0.66	d_Bacteria;p_Myxococcota A;c_UBA9160;o_UBA9160;f_UBA9160;g_MYXO;s_MYXO sp905339255
LS-55	NODE_27508_length_5344_cov_80.1	183	order	Rhizobiales	4	4	3	0.52	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales
LS-55	NODE_49867_length_3668_cov_76.6	62188	species	RBG-13-68-16 sp001766905	4	4	2	0.5	d_Bacteria;p_Acidobacteriota;c_Thermoanaerobaculia;o_Thermoanaerobaculales;f_Thermoanaerobaculaceae;g_RBG-13-68-16;s_RBG-13-68-16 sp001766905
LS-93	NODE_155_length_77140_cov_61.3	84697	genus	UBA9949	112	108	79	0.85	d_Archaea;p_Halobacteriota;c_Methanomicrobia;o_Methanomicrobiales;f_Methanoregulaceae;g_UBA9949
LS-93	NODE_2688_length_19978_cov_10.8	2	superkingdom	Bacteria	22	21	20	0.95	d_Bacteria
LS-93	NODE_6375_length_12338_cov_10.2	471	family	Cyanobiaceae	16	15	9	0.6	d_Bacteria;p_Cyanobacteria;c_Cyanobacteriia;o_PCC-6307;f_Cyanobiaceae
LS-85	NODE_1536_length_25838_cov_15.0	1454	class	Anaerolineae	28	26	16	0.64	d_Bacteria;p_Chloroflexota;c_Anaerolineae
LS-85	NODE_5521_length_12474_cov_12.1	21332	family	UBA1163	24	22	12	0.64	d_Bacteria;p_Desulfobacterota;c_BSN033;o_BSN033;f_UBA1163
LS-85	NODE_12760_length_7728_cov_35.0	21332	family	UBA1163	20	17	8	0.87	d_Bacteria;p_Desulfobacterota;c_BSN033;o_BSN033;f_UBA1163
LS-85	NODE_24449_length_5240_cov_6.8	4660	family	Thermoguttaceae	6	6	4	0.61	d_Bacteria;p_Planctomycetota;c_Planctomycetia;o_Pirellulales;f_Thermoguttaceae
LS-85	NODE_58879_length_3041_cov_46.1	2	superkingdom	Bacteria	5	4	4	1.0	d_Bacteria
LS-65	NODE_110_length_150489_cov_32.1	2	superkingdom	Bacteria	32	27	14	0.5	d_Bacteria
LS-65	NODE_1753_length_29056_cov_37.9	2	superkingdom	Bacteria	14	12	12	1.0	d_Bacteria
LS-65	NODE_4888_length_15293_cov_32.7	2	superkingdom	Bacteria	5	5	4	0.8	d_Bacteria
LS-65	NODE_11456_length_8937_cov_82.3	1454	class	Anaerolineae	12	10	7	0.59	d_Bacteria;p_Chloroflexota;c_Anaerolineae
LS-65	NODE_22703_length_5818_cov_13.0	2	superkingdom	Bacteria	4	3	2	0.67	d_Bacteria
LS-63	NODE_1458_length_28938_cov_11.4	4496	genus	LD21	27	24	13	0.5	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_VadinHA17;g_LD21
LS-63	NODE_6402_length_12426_cov_11.5	47501	genus	SG8-4	9	8	5	0.51	d_Bacteria;p_Planctomycetota;c_Phycisphaerae;o_Sedimentisphaerales;f_SG8-4;g_SG8-4
LS-63	NODE_18194_length_6610_cov_12.0	34553	species	QYQD01 sp007280345	6	5	3	0.6	d_Bacteria;p_Desulfobacterota;c_QYQD01;o_QYQD01;f_QYQD01;g_QYQD01;s_QYQD01 sp007280345
LS-63	NODE_31058_length_4765_cov_23.0	72104	species	UBA1275 sp018401935	8	8	6	0.85	d_Bacteria;p_Bacteroidota;c_Rhodothermia;o_Balneolales;f_Balneolaceae;g_UBA1275;s_UBA1275 sp018401935
LS-63	NODE_59198_length_3248_cov_17.0	653	phylum	Acidobacteriota	3	3	2	0.52	d_Bacteria;p_Acidobacteriota
LS-55	NODE_112_length_158386_cov_24.0	24	class	Actinomycetia	218	204	148	0.7	d_Bacteria;p_Actinobacteriota;c_Actinomycetia
LS-55	NODE_1458_length_35540_cov_77.3	2	superkingdom	Bacteria	13	12	9	0.78	d_Bacteria
LS-55	NODE_2858_length_23141_cov_13.8	2	superkingdom	Bacteria	13	13	12	0.91	d_Bacteria
LS-55	NODE_4735_length_16808_cov_88.6	57183	species	PR03 sp018262315	15	14	9	0.64	d_Bacteria;p_Myxococcota A;c_UBA9160;o_UBA9160;f_PR03;g_PR03;s_PR03 sp018262315
LS-55	NODE_7529_length_12465_cov_8.6	1455	order	Anaerolineales	10	7	5	0.82	d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_Anaerolineales
LS-35	NODE_32869_length_4976_cov_47.1	83784	order	B26-1	7	6	4	0.61	d_Archaea;p_Thermoproteota;c_Bathyarchaeia;o_B26-1
LS-35	NODE_43160_length_4290_cov_28.3	1454	class	Anaerolineae	5	5	4	0.97	d_Bacteria;p_Chloroflexota;c_Anaerolineae
LS-35	NODE_57578_length_3667_cov_9.3	60105	species	RBG-16-56-11 sp001796865	6	6	5	0.76	d_Bacteria;p_Chloroflexota;c_Dehalococcoidia;o_Dehalococcoidales;f_RBG-16-60-22;g_RBG-16-56-11;s_RBG-16-56-11 sp001796865
LS-35	NODE_77662_length_3108_cov_10.8	60241	species	JAFGKG01 sp016928715	5	4	2	0.5	d_Bacteria;p_Chloroflexota;c_Chloroflexia;o_DTKN01;f_DTKN01;g_JAFGKG01;s_JAFGKG01 sp016928715
LS-67	NODE_1540_length_26997_cov_44.6	68304	species	DSXZ01 sp011367735	33	29	12	0.55	d_Bacteria;p_Desulfobacterota;c_DSM-4660;o_Desulfatiglandales;f_HGW-15;g_DSXZ01;s_DSXZ01 sp011367735
LS-67	NODE_5659_length_12960_cov_14.8	62606	genus	UBA8522	11	9	7	0.78	d_Bacteria;p_Acidobacteriota;c_Aminicenantia;o_Aminicenantales;f_UBA8522;g_UBA8522
LS-67	NODE_14230_length_7310_cov_12.0	4	class	Gammaproteobacteria	6	6	3	0.59	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria
LS-67	NODE_24747_length_5160_cov_81.8	85875	species	JADGNF01 sp017883615	4	3	3	1.0	d_Archaea;p_Thermoproteota;c_Bathyarchaeia;o_B26-1;f_UBA233;g_JADGNF01;s_JADGNF01 sp017883615
LS-67	NODE_40376_length_3818_cov_17.8	84697	genus	UBA9949	3	3	3	1.0	d_Archaea;p_Halobacteriota;c_Methanomicrobia;o_Methanomicrobiales;f_Methanoregulaceae;g_UBA9949
LS-76	NODE_8_length_454850_cov_50.3	2	superkingdom	Bacteria	90	80	60	0.7	d_Bacteria
LS-35	NODE_55830_length_3728_cov_70.9	83859	genus	Methanoperedens	6	6	5	0.99	d_Archaea;p_Halobacteriota;c_Methanosarcinia;o_Methanosarcinales;f_Methanoperedenaceae;g_Methanoperedens
LS-35	NODE_68905_length_3323_cov_6.9	1	no rank	root	4	4	4	1.0	-_root
LS-67	NODE_1051_length_32691_cov_31.0	21740	genus	RBG-16-66-30	43	42	39	0.97	d_Bacteria;p_Acidobacteriota;c_Aminicenantia;o_Aminicenantales;f_RBG-16-66-30;g_RBG-16-66-30
LS-67	NODE_4049_length_15830_cov_34.0	2	superkingdom	Bacteria	10	10	9	0.9	d_Bacteria
LS-67	NODE_11546_length_8359_cov_9.8	2	superkingdom	Bacteria	12	9	6	0.71	d_Bacteria
LS-67	NODE_22350_length_5493_cov_38.8	85973	species	B47-G6 sp003663565	1	1	1	1.0	d_Archaea;p_Thermoplasmatota;c_B47-G6;o_B47-G6B;f_47-G6;g_B47-G6;s_B47-G6 sp003663565
LS-67	NODE_37000_length_4026_cov_7.2	2	superkingdom	Bacteria	4	4	2	0.5	d_Bacteria
LS-67	NODE_59725_length_3018_cov_5.0	42609	species	JAFGNU01 sp016926875	2	2	1	0.5	d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_Aggregatilineales;f_Aggregatilineaceae;g_JAFGNU01;s_JAFGNU01 sp016926875
LS-76	NODE_139_length_108297_cov_86.0	84697	genus	UBA9949	144	138	90	0.71	d_Archaea;p_Halobacteriota;c_Methanomicrobia;o_Methanomicrobiales;f_Methanoregulaceae;g_UBA9949
LS-76	NODE_1994_length_17733_cov_49.4	74007	species	Mycobacterium sp903911165	23	21	17	0.84	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Mycobacteriaceae;g_Mycobacterium;s_Mycobacterium sp903911165
LS-85	NODE_1311_length_28312_cov_12.2	653	phylum	Acidobacteriota	22	20	10	0.52	d_Bacteria;p_Acidobacteriota
LS-85	NODE_4964_length_13249_cov_16.3	1204	order	Dehalococcoidales	12	12	7	0.56	d_Bacteria;p_Chloroflexota;c_Dehalococcoidia;o_Dehalococcoidales
LS-85	NODE_11032_length_8389_cov_14.6	23	phylum	Actinobacteriota	3	3	2	0.67	d_Bacteria;p_Actinobacteriota
LS-85	NODE_20311_length_5854_cov_8.4	6937	genus	CG2-30-66-27	2	2	1	0.5	d_Bacteria;p_Desulfobacterota E;c_MBNT15;o_MBNT15;f_MBNT15;g_CG2-30-66-27
LS-85	NODE_32221_length_4417_cov_11.6	58957	species	34-128 sp018903015	6	6	5	0.8	d_Bacteria;p_Atribacterota;c_JS1;o_SB-45;f_34-128;g_34-128;s_34-128 sp018903015
LS-85	NODE_55762_length_3147_cov_36.7	83784	order	B26-1	3	3	3	1.0	d_Archaea;p_Thermoproteota;c_Bathyarchaeia;o_B26-1
LS-65	NODE_56_length_203214_cov_26.8	59046	family	SM23-32	171	162	97	0.62	d_Bacteria;p_Planctomycetota;c_Brocadiae;o_SM23-32;f_SM23-32
LS-65	NODE_1384_length_33398_cov_10.7	2	superkingdom	Bacteria	20	17	15	0.93	d_Bacteria
LS-65	NODE_4409_length_16351_cov_9.3	2567	order	Paceibacterales	14	12	7	0.71	d_Bacteria;p_Patescibacteria;c_Paceibacteria;o_Paceibacterales
LS-65	NODE_9560_length_10063_cov_16.2	14833	genus	Fen-1342	11	10	6	0.62	d_Bacteria;p_Planctomycetota;c_Phycisphaerae;o_UBA1845;f_Fen-1342;g_Fen-1342
LS-55	NODE_40917_length_4153_cov_18.1	21333	genus	UBA1163	6	6	5	0.8	d_Bacteria;p_Desulfobacterota;c_BSN033;o_BSN033;f_UBA1163;g_UBA1163
LS-55	NODE_63958_length_3154_cov_6.7	83786	genus	PALSA-986	3	3	2	0.67	d_Archaea;p_Thermoproteota;c_Bathyarchaeia;o_B26-1;f_UBA233;g_PALSA-986
LS-93	NODE_1298_length_29624_cov_33.0	20158	family	RBG-16-60-22	21	18	11	0.61	d_Bacteria;p_Chloroflexota;c_Dehalococcoidia;o_Dehalococcoidales;f_RBG-16-60-22
LS-93	NODE_4832_length_14411_cov_24.7	86863	species	MVRE01 sp903900025	18	18	12	0.78	d_Archaea;p_Halobacteriota;c_Methanomicrobia;o_Methanomicrobiales;f_Methanoregulaceae;g_MVRE01;s_MVRE01 sp903900025
LS-93	NODE_9127_length_10076_cov_54.1	840	phylum	Desulfobacterota	9	9	9	1.0	d_Bacteria;p_Desulfobacterota
LS-93	NODE_15107_length_7496_cov_8.5	471	family	Cyanobiaceae	4	4	3	0.75	d_Bacteria;p_Cyanobacteria;c_Cyanobacteriia;o_PCC-6307;f_Cyanobiaceae
LS-93	NODE_28977_length_4990_cov_15.9	58107	genus	RBG-13-43-22	8	8	4	0.5	d_Bacteria;p_Desulfobacterota;c_RBG-13-43-22;o_RBG-13-43-22;f_RBG-13-43-22;g_RBG-13-43-22
LS-93	NODE_44227_length_3852_cov_38.9	1	no rank	root	6	6	6	1.0	-_root
LS-35	NODE_208_length_77250_cov_33.4	2	superkingdom	Bacteria	86	83	76	0.91	d_Bacteria
LS-35	NODE_1874_length_23861_cov_14.8	2702	phylum	Planctomycetota	19	17	10	0.66	d_Bacteria;p_Planctomycetota
LS-85	NODE_19472_length_6005_cov_11.5	30606	family	UBA6911	5	5	5	1.0	d_Bacteria;p_Acidobacteriota;c_UBA6911;o_UBA6911;f_UBA6911
LS-85	NODE_30030_length_4606_cov_10.9	88526	species	UBA6 sp012719175	1	1	1	1.0	d_Archaea;p_Thermoplasmatota;c_Thermoplasmata;o_Methanomassiliicoccales;f_Methanomassiliicoccaceae;g_UBA6;s_UBA6 sp012719175
LS-85	NODE_52307_length_3275_cov_65.0	83785	family	UBA233	3	3	2	0.67	d_Archaea;p_Thermoproteota;c_Bathyarchaeia;o_B26-1;f_UBA233
LS-65	NODE_46_length_218016_cov_32.0	2	superkingdom	Bacteria	45	37	21	0.55	d_Bacteria
LS-65	NODE_638_length_50690_cov_35.5	2	superkingdom	Bacteria	51	48	38	0.68	d_Bacteria
LS-65	NODE_4234_length_16739_cov_11.0	83359	genus	Bog-38	20	18	16	0.93	d_Archaea;p_Halobacteriota;c_Bog-38;o_Bog-38;f_Bog-38;g_Bog-38
LS-65	NODE_9047_length_10422_cov_13.1	69991	species	E44-bin88 sp013202445	12	12	6	0.5	d_Bacteria;p_Chloroflexota;c_Dehalococcoidia;o_Dehalococcoidales;f_E44-bin88;g_E44-bin88;s_E44-bin88 sp013202445
LS-65	NODE_19158_length_6456_cov_8.5	14604	genus	UBA9647	7	7	5	0.83	d_Bacteria;p_Bacteroidota;c_UBA10030;o_UBA10030;f_UBA10030;g_UBA9647
LS-65	NODE_36241_length_4380_cov_6.6	2	superkingdom	Bacteria	4	4	4	1.0	d_Bacteria
LS-65	NODE_64287_length_3093_cov_6.0	840	phylum	Desulfobacterota	5	5	5	1.0	d_Bacteria;p_Desulfobacterota
LS-35	NODE_46174_length_4137_cov_7.9	2	superkingdom	Bacteria	3	3	2	0.98	d_Bacteria
LS-35	NODE_60327_length_3573_cov_12.0	65571	species	RBG-16-64-13 sp001768675	3	3	2	0.67	d_Bacteria;p_Actinobacteriota;c_Thermoleophilia;o_RBG-16-64-13;f_RBG-16-64-13;g_RBG-16-64-13;s_RBG-16-64-13 sp001768675
LS-67	NODE_62_length_104440_cov_17.8	83472	family	Methanoregulaceae	113	98	63	0.65	d_Archaea;p_Halobacteriota;c_Methanomicrobia;o_Methanomicrobiales;f_Methanoregulaceae
LS-67	NODE_2076_length_23183_cov_10.6	0	no rank	unclassified	3	0	0	0.0	
LS-67	NODE_6473_length_11986_cov_10.2	2	superkingdom	Bacteria	10	9	7	0.99	d_Bacteria
LS-67	NODE_16442_length_6644_cov_11.6	2	superkingdom	Bacteria	7	7	5	0.71	d_Bacteria
LS-67	NODE_26807_length_4912_cov_43.3	68304	species	DSXZ01 sp011367735	8	8	6	0.99	d_Bacteria;p_Desulfobacterota;c_DSM-4660;o_Desulfatiglandales;f_HGW-15;g_DSXZ01;s_DSXZ01 sp011367735
LS-67	NODE_44454_length_3597_cov_23.5	83659	genus	SM1-50	3	3	3	1.0	d_Archaea;p_Thermoplasmatota;c_E2;o_DHVEG-1;f_DHVEG-1;g_SM1-50
LS-76	NODE_29_length_256294_cov_49.1	2	superkingdom	Bacteria	60	47	33	0.7	d_Bacteria
LS-76	NODE_641_length_35930_cov_49.3	2	superkingdom	Bacteria	11	11	10	0.84	d_Bacteria
LS-93	NODE_263_length_64708_cov_23.9	59046	family	SM23-32	42	38	31	0.81	d_Bacteria;p_Planctomycetota;c_Brocadiae;o_SM23-32;f_SM23-32
LS-93	NODE_2994_length_18751_cov_28.1	1204	order	Dehalococcoidales	19	19	10	0.5	d_Bacteria;p_Chloroflexota;c_Dehalococcoidia;o_Dehalococcoidales
LS-93	NODE_6634_length_12053_cov_36.1	6494	family	SG8-4	10	10	6	0.56	d_Bacteria;p_Planctomycetota;c_Phycisphaerae;o_Sedimentisphaerales;f_SG8-4
LS-93	NODE_11828_length_8684_cov_15.5	23142	species	UBA4811 sp002328075	10	8	5	0.63	d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_Promineofilales;f_UBA4811;g_UBA4811;s_UBA4811 sp002328075
LS-93	NODE_20068_length_6282_cov_9.1	1454	class	Anaerolineae	8	4	2	0.5	d_Bacteria;p_Chloroflexota;c_Anaerolineae
LS-93	NODE_34464_length_4490_cov_10.6	164	class	Bacteroidia	7	6	4	0.52	d_Bacteria;p_Bacteroidota;c_Bacteroidia
LS-93	NODE_57895_length_3259_cov_8.4	77238	species	UBA5760 sp002418895	1	1	1	1.0	d_Bacteria;p_Chloroflexota;c_Dehalococcoidia;o_Dehalococcoidales;f_UBA5760;g_UBA5760;s_UBA5760 sp002418895
